,Electricity Price,Wind Power,Solar Power,HPP Power,Curtailed Power,Battery SOC,Battery Power
8316,86.266,0.0,7.644194901009087,7.644194901009087,0.0,150.00000000000003,0.0
8317,90.645,0.0,3.05744259985573,3.05744259985573,0.0,150.0,0.0
8318,98.149,0.0,0.0,0.0,0.0,150.0,0.0
8319,128.411,0.0,0.0,0.0,0.0,150.0,0.0
8320,128.411,0.0,0.0,49.25,0.0,150.0,49.25
8321,128.411,0.0,0.0,49.25,0.0,100.0,49.25
8322,124.59,0.0,0.0,34.47500000000004,0.0,50.00000000000001,34.47500000000004
8323,121.722,0.0,0.0,0.0,0.0,14.999999999999972,0.0
8324,109.526,2.3959217661047525,0.0,3.552713678800501e-15,0.0,14.999999999999972,-2.395921766104749
8325,96.981,8.466952035452655,0.0,5.921399427363591,0.0,17.35998293961315,-2.545552608089064
8326,89.197,6.19282452086791,0.0,3.6472719127788458,0.0,19.86735225858088,-2.545552608089064
8327,88.138,10.826860368516337,0.0,8.281307760427275,0.0,22.37472157754861,-2.5455526080890634
8328,75.52,14.856997215660328,0.0,12.311444607571264,0.0,24.88209089651634,-2.5455526080890634
8329,75.52,14.95323365857034,0.0,12.407681050481278,0.0,27.38946021548407,-2.545552608089063
8330,75.52,21.768101235220325,0.0,19.22254862713126,0.0,29.896829534451804,-2.545552608089063
8331,75.52,11.490434866610759,0.0,8.944882258521696,0.0,32.40419885341952,-2.5455526080890625
8332,75.52,26.33082808393082,0.0,23.785275475841757,0.0,34.91156817238725,-2.5455526080890634
8333,75.795,24.696087294257513,0.0,22.15053468616845,0.0,37.41893749135497,-2.5455526080890634
8334,93.708,10.769409312156858,0.0,8.223856704067796,0.0,39.92630681032269,-2.5455526080890634
8335,99.977,11.02199706763782,0.01885966699067023,8.495304126539427,0.0,42.43367612929042,-2.5455526080890634
8336,96.892,8.172921544060964,3.8836407192911766,9.511009655263077,0.0,44.941045448258144,-2.5455526080890634
8337,88.882,4.03060640336644,7.699864755878425,9.1849185511558,0.0,47.44841476722588,-2.5455526080890634
8338,75.002,0.170134631610304,10.319029621881672,7.943611645402912,0.0,49.9557840861936,-2.5455526080890643
8339,73.282,4.105181500563299,10.104203781821854,11.663832674296088,0.0,52.46315340516133,-2.5455526080890643
8340,74.296,3.222530192434098,7.384092998085867,8.0610705824309,0.0,54.970522724129054,-2.5455526080890643
8341,78.127,1.383561633350615,2.6940376803094988,1.5320467055710498,0.0,57.47789204309679,-2.5455526080890643
8342,88.901,8.953040123081232,0.0,6.407487514992168,0.0,59.98526136206451,-2.5455526080890643
8343,109.682,30.527169283006,0.0,27.981616674916935,0.0,62.492630681032246,-2.5455526080890643
8344,109.682,52.24154498170142,0.0,101.49154498170142,0.0,64.99999999999997,49.25
8345,109.098,58.9361436215592,0.0,58.9361436215592,0.0,14.999999999999972,0.0
8346,103.272,87.57682262562501,0.0,83.2258436553567,0.0,14.999999999999972,-4.350978970268314
8347,90.225,106.4017091284155,0.0,102.05073015814719,0.0,19.28571428571426,-4.350978970268313
8348,79.339,123.4891707007252,0.0,119.13819173045688,0.0,23.571428571428548,-4.350978970268314
8349,75.909,102.80794190810293,0.0,98.45696293783462,0.0,27.857142857142826,-4.350978970268313
8350,75.52,73.25015747068171,0.0,68.8991785004134,0.0,32.14285714285711,-4.350978970268313
8351,75.52,55.442669571004906,0.0,51.09169060073659,0.0,36.428571428571395,-4.350978970268313
8352,40.424,45.26045797942994,0.0,40.90947900916162,0.0,40.71428571428568,-4.350978970268313
8353,37.96,44.76539941628073,0.0,40.414420446012414,0.0,44.99999999999997,-4.350978970268313
8354,37.96,45.329506033337296,0.0,40.97852706306898,0.0,49.28571428571426,-4.350978970268313
