,WS_1,WS_50,WS_100,WS_150,WS_200,WD_1,WD_50,WD_100,WD_150,WD_200,temp_air_1,ghi,dni,dhi,Price
4/17/2012 23:00,1.0529,5.2973,6.9788,8.0207,8.8719,292.1699,296.2075,300.3256,302.2368,304.9081,288.908,0,0,0,34.541
4/18/2012 0:00,1.0998,5.3381,6.9903,8.0525,8.8767,299.5549,303.1171,306.7505,308.6096,310.9206,288.3353,0,0,0,34.05
4/18/2012 1:00,0.9996,4.986,6.5602,7.5917,8.4013,300.4801,304.4476,308.501,310.9921,313.4362,287.6468,0,0,0,34.024
4/18/2012 2:00,0.8477,4.5256,6.0254,6.9885,7.7921,295.1637,300.0809,305.0961,308.448,311.3848,286.7316,0,0,0,34.024
4/18/2012 3:00,0.7104,4.1081,5.5495,6.4279,7.1972,283.1334,289.4646,295.925,300.6137,304.4504,286.3635,0,0,0,34.024
4/18/2012 4:00,0.6634,3.9769,5.407,6.1854,6.8868,269.7894,276.9167,284.1899,290.2301,295.0051,285.9834,0,0,0,34.024
4/18/2012 5:00,0.7372,4.1218,5.5341,6.2938,6.9639,266.7546,273.1132,279.5949,285.5893,290.5313,285.3875,0.5394,0,0.5394,35.917
4/18/2012 6:00,0.7842,4.2043,5.6019,6.3393,6.9922,269.2908,275.036,280.9022,286.2668,290.7768,285.2953,43.5324,142.6339,24.0871,34.535
4/18/2012 7:00,1.0682,4.0931,5.139,6.0411,6.6982,273.1644,277.5099,281.941,287.2596,291.5682,286.0457,178.0422,385.0226,78.0914,29.589
4/18/2012 8:00,1.6888,4.6232,5.4701,5.9624,6.1988,290.3,291.2706,292.2621,292.7826,293.6003,288.0127,381.8387,584.0076,123.6049,20.999
4/18/2012 9:00,1.8165,4.7913,5.6314,6.1253,6.3312,293.7083,294.3491,294.9976,295.1784,295.6987,288.8403,583.1437,710.9568,154.8199,15.659
4/18/2012 10:00,1.7974,4.6408,5.4331,5.8991,6.0821,301.7111,302.2399,302.7763,302.8716,303.3094,290.4018,742.8299,759.9343,180.468,4.086
4/18/2012 11:00,1.8254,4.6309,5.4048,5.8966,6.0693,300.2326,300.913,301.6086,301.7499,302.1226,291.1777,861.1584,801.7868,191.1429,2.804
4/18/2012 12:00,1.8267,4.615,5.3827,5.8504,6.023,293.8235,294.4009,294.9861,295.1063,295.4542,291.8551,922.9733,826.0822,194.3195,2.804
4/18/2012 13:00,1.9866,5.0394,5.8809,6.3479,6.547,287.9549,288.9549,289.9764,290.2419,290.7155,292.7099,878.8524,740.6074,227.8903,2.804
4/18/2012 14:00,2.3081,6.0196,7.0608,7.4912,7.7489,287.1839,287.7274,288.284,288.7395,289.1313,294.1298,702.8834,471.6956,308.6081,12.779
4/18/2012 15:00,2.4603,6.596,7.7736,8.1358,8.4535,287.8661,288.2602,288.6615,288.4341,288.6701,294.3278,532.2954,285.7544,327.634,15.659
4/18/2012 16:00,2.3858,6.8625,8.1901,8.4904,8.8906,291.0475,291.0823,291.1171,290.0328,290.2245,293.8071,399.6914,236.8759,261.7073,22.05
4/18/2012 17:00,2.4364,7.0016,8.3532,8.6892,9.1031,293.8918,293.8311,293.7691,291.9018,292.0436,292.4403,251.3745,193.2004,176.6358,30.554
4/18/2012 18:00,2.2081,6.6781,8.0432,8.4395,8.9154,291.5671,291.8634,292.1642,290.7268,291.0647,292.0056,110.0434,110.1585,80.8846,34.024
4/18/2012 19:00,1.7893,6.2223,7.6797,8.1508,8.8054,292.427,293.1738,293.9333,293.0337,293.7202,290.7783,18.3864,14.0598,16.9258,34.535
4/18/2012 20:00,1.6803,6.0846,7.562,8.1031,8.8038,292.2124,292.9278,293.6595,293.4912,294.1866,289.8877,0,0,0,36.823
4/18/2012 21:00,1.5777,5.9568,7.4602,8.0985,8.8499,287.8257,288.697,289.5849,290.0298,290.6505,288.6024,0,0,0,35.879
4/18/2012 22:00,1.5541,5.8844,7.3722,8.0415,8.7905,278.9624,280.0479,281.1541,282.2806,283.013,287.6835,0,0,0,34.024
4/18/2012 23:00,1.4804,5.8821,7.4323,8.1773,9.0313,272.8708,274.4801,276.1226,278.064,279.2995,286.9545,0,0,0,34.024
4/19/2012 0:00,1.4686,5.7864,7.3018,8.088,8.95,271.7874,273.5195,275.2894,277.6723,279.1667,286.7318,0,0,0,37.186
4/19/2012 1:00,1.3867,5.5681,7.047,7.8452,8.7392,270.1006,272.2315,274.4056,277.1402,278.7225,286.4604,0,0,0,37.186
4/19/2012 2:00,1.4132,5.4812,6.8973,7.6643,8.5422,267.3557,269.4662,271.625,274.3943,275.9832,286.3476,0,0,0,37.186
4/19/2012 3:00,1.4088,5.5015,6.9315,7.7091,8.6169,267.2029,269.3049,271.4519,274.3409,275.9777,286.1546,0,0,0,37.186
4/19/2012 4:00,1.3784,5.3891,6.7902,7.5114,8.4244,265.296,267.7352,270.2357,273.5066,275.3015,285.9332,0,0,0,37.186
4/19/2012 5:00,1.347,5.3098,6.7002,7.4041,8.3228,262.9479,265.4274,267.956,271.597,273.4372,285.8758,0.6429,0,0.6429,39.939
4/19/2012 6:00,1.2521,5.2038,6.6295,7.3641,8.3105,260.6034,263.2809,266.0131,269.9516,271.9294,285.7523,42.067,120.7788,26.1273,43.467
4/19/2012 7:00,1.3404,4.9294,6.1443,7.2436,8.2911,256.8908,259.5109,262.1888,267.1512,269.3425,286.468,165.7588,301.2278,89.7425,37.307
4/19/2012 8:00,2.3488,6.5894,7.8281,8.4111,8.8695,273.3565,273.3161,273.2751,274.2214,274.6163,288.4285,287.9105,255.5095,188.6616,26.974
4/19/2012 9:00,2.5262,7.084,8.4169,8.9451,9.3911,276.1368,276.5003,276.8728,277.1912,277.4649,289.5014,374.1717,140.9422,290.1074,23.114
4/19/2012 10:00,2.4032,6.7428,8.0108,8.529,8.9741,271.5974,271.842,272.0949,272.4175,272.7461,291.2492,364.1666,75.4088,311.637,22.358
4/19/2012 11:00,2.4691,7.0866,8.454,8.9523,9.4355,270.5796,271.0641,271.5608,271.7375,272.0504,291.1069,269.2713,10.381,260.8865,12.779
4/19/2012 12:00,2.576,7.4207,8.8576,9.3243,9.8477,266.8942,267.2874,267.6862,267.9075,268.1754,291.1864,260.7408,4.4518,256.7707,2.804
4/19/2012 13:00,2.4864,7.2731,8.7061,9.1721,9.763,263.9053,264.4246,264.9565,265.26,265.5981,291.6215,287.6305,7.62,280.933,2.804
4/19/2012 14:00,2.607,7.5714,9.0515,9.4519,10.0465,262.8756,263.5077,264.157,264.2672,264.7007,291.8648,288.9491,12.0844,279.1741,2.804
4/19/2012 15:00,2.7253,7.9945,9.5761,9.9799,10.6527,268.9647,269.5365,270.1223,269.9512,270.3456,292.2423,250.2057,11.2936,241.7916,22.631
4/19/2012 16:00,2.4416,7.3573,8.853,9.2805,9.9856,265.7206,266.5564,267.4114,267.7156,268.3233,292.2863,181.9744,6.7358,178.145,25.701
4/19/2012 17:00,2.3404,7.3755,8.9465,9.3019,10.0745,269.9553,270.8402,271.746,271.7214,272.4297,292.1273,141.999,21.0022,135.1162,32.792
4/19/2012 18:00,1.9955,6.5487,7.9999,8.3476,9.0989,268.2839,269.475,270.6878,270.611,271.5564,292.1896,86.4127,52.1254,77.6079,38.377
4/19/2012 19:00,1.5302,5.8617,7.3612,7.9077,8.7708,265.012,266.8818,268.7897,270.1391,271.6444,291.5211,22.5412,34.6278,18.9035,46.484
4/19/2012 20:00,1.439,5.8179,7.3769,8.0211,8.9195,265.8694,268.2086,270.5981,272.9236,274.8029,290.4102,0,0,0,54.177
4/19/2012 21:00,1.3972,5.6705,7.1914,7.8682,8.6987,271.0148,273.1989,275.4224,277.6725,279.5667,289.223,0,0,0,51.324
4/19/2012 22:00,1.3474,5.6594,7.225,7.8454,8.6076,274.0175,275.9505,277.924,279.7923,281.478,288.8988,0,0,0,46.484
4/19/2012 23:00,1.1569,5.3023,6.8702,7.5397,8.3425,269.7746,272.4308,275.1388,278.3108,280.4363,287.9148,0,0,0,44.954
4/20/2012 0:00,1.0932,5.1321,6.68,7.3541,8.1522,266.6361,269.8158,273.0579,277.4892,280.1707,287.4667,0,0,0,39.251
4/20/2012 1:00,1.0115,4.8885,6.3956,7.0064,7.7947,266.9138,270.5331,274.2286,279.6821,282.8128,287.0556,0,0,0,39.251
4/20/2012 2:00,0.8549,4.4643,5.9198,6.4742,7.2263,265.018,269.653,274.3797,281.0186,284.8057,286.1826,0,0,0,39.251
4/20/2012 3:00,0.7289,4.0671,5.4591,5.905,6.6,260.7692,266.3753,272.1001,280.1852,284.6863,285.6014,0,0,0,39.251
4/20/2012 4:00,0.5906,3.7325,5.1229,5.4731,6.069,256.5516,263.1454,269.8769,278.8878,284.2456,284.8676,0,0,0,39.624
4/20/2012 5:00,0.5001,3.4399,4.7914,5.1112,5.6338,255.5105,263.0289,270.698,280.4002,286.5426,284.5226,0.8606,0,0.8606,54.045
4/20/2012 6:00,0.4851,3.2472,4.5033,4.7021,5.1163,251.0328,259.5134,268.169,278.6271,285.6738,284.459,44.4413,127.4797,26.8716,40.87
4/20/2012 7:00,0.755,3.1535,4.0199,4.2504,4.6826,250.6891,257.5503,264.5487,276.4954,284.2292,285.6828,167.3641,297.4681,92.5315,38.524
4/20/2012 8:00,1.2734,3.3271,3.9012,4.3369,4.5339,289.0386,289.9661,290.9068,293.2895,294.7181,288.5615,299.4784,271.4788,188.8696,33.1
4/20/2012 9:00,1.3293,3.3958,3.9684,4.3337,4.473,294.6168,295.1578,295.7142,296.1799,296.5843,289.558,378.4155,159.6019,285.2677,21.512
4/20/2012 10:00,1.3286,3.3236,3.8694,4.2074,4.3192,283.2001,284.1669,285.1525,285.3296,285.8835,291.318,440.7626,115.8203,354.5307,20.551
4/20/2012 11:00,1.3416,3.4024,3.971,4.3273,4.443,274.9735,275.9835,277.0179,277.6089,278.1157,292.0251,502.1363,115.3599,405.1399,16.946
4/20/2012 12:00,1.5233,3.8426,4.4801,4.8629,4.988,274.0209,274.5545,275.098,275.6079,276.0571,293.2085,502.8746,97.9205,416.1235,16.21
4/20/2012 13:00,1.6385,4.1881,4.8937,5.2903,5.4278,275.2771,275.8792,276.4998,277.0482,277.4648,293.3323,455.8692,70.9113,393.1276,16.946
4/20/2012 14:00,1.6558,4.3422,5.0953,5.5186,5.6765,274.5261,274.964,275.4143,276.0278,276.4415,294.3353,377.4769,44.4888,340.0604,18.064
4/20/2012 15:00,1.6877,4.4822,5.2748,5.7028,5.8824,273.1072,273.5315,273.9637,274.6717,275.1849,294.5964,283.2948,23.3157,266.2193,20.569
4/20/2012 16:00,1.7226,4.7178,5.5811,5.967,6.1732,261.2257,262.2705,263.3373,264.5992,265.3152,294.7712,223.9307,26.0906,209.5551,23.208
4/20/2012 17:00,1.6714,4.7524,5.6612,5.9948,6.212,250.6204,252.0635,253.5346,255.2038,256.1019,294.1298,165.9871,40.0273,150.9074,35.385
4/20/2012 18:00,1.3905,4.3737,5.3048,5.7255,6.068,244.7174,246.2876,247.8901,250.6252,252.005,293.8997,85.3758,42.1193,76.4004,39.624
4/20/2012 19:00,1.0033,4.1229,5.2404,5.6443,6.0643,234.4547,237.9102,241.4425,246.6751,249.8174,293.1466,20.4134,18.7138,18.3581,39.624
4/20/2012 20:00,0.8101,3.9618,5.1943,5.5146,5.952,229.8763,234.6211,239.461,247.7459,253.3029,291.5618,0.0007,0,0.0007,57.037
4/20/2012 21:00,0.5805,3.5584,4.8559,5.2371,5.6904,234.0439,241.1922,248.4876,257.9976,266.0021,289.5564,0,0,0,49.041
4/20/2012 22:00,0.4854,3.5675,5.0265,5.6374,6.3083,255.4201,262.3715,269.4639,277.0081,284.0216,288.5608,0,0,0,39.251
4/20/2012 23:00,0.3941,3.5541,5.1943,5.946,6.7794,279.2944,286.6333,294.1171,299.112,304.21,287.2337,0,0,0,39.251
4/21/2012 0:00,0.4333,3.7028,5.3588,6.1612,7.0438,299.8614,305.7852,311.8317,315.5219,318.9915,286.8119,0,0,0,36.037
4/21/2012 1:00,0.5304,3.6571,5.0974,5.9381,6.8271,312.5744,318.6346,324.8224,327.9855,330.5992,286.5886,0,0,0,35.803
4/21/2012 2:00,0.5738,3.4321,4.6647,5.4783,6.3703,320.5106,327.2999,334.2252,337.2767,339.3162,285.6225,0,0,0,35.992
4/21/2012 3:00,0.5047,3.0264,4.1143,4.9356,5.8015,324.8599,333.7009,342.7277,345.3397,346.904,284.7278,0,0,0,36.037
4/21/2012 4:00,0.5841,2.6517,3.4305,4.2097,5.0226,317.3044,331.3822,345.7455,348.7268,350.4742,284.0863,0,0,0,36.614
4/21/2012 5:00,0.5894,2.2386,2.8054,3.5261,4.2407,312.3703,330.4248,348.8479,352.3412,350.638,283.6402,1.1254,0,1.1254,36.445
4/21/2012 6:00,0.5697,1.8651,2.2776,2.8713,3.4414,306.0286,326.9023,348.2006,353.3617,347.9233,283.194,51.7485,167.5805,26.0012,36.152
4/21/2012 7:00,0.3255,1.6585,2.1909,2.6427,3.0922,344.5149,248.1747,149.865,350.1243,201.9774,286.6197,201.0964,457.5324,74.8587,35.223
4/21/2012 8:00,0.4742,1.2805,1.5131,1.8229,2.0237,19.2935,19.3939,19.494,17.7267,18.4146,289.7573,401.7831,630.1727,120.5688,24.249
4/21/2012 9:00,0.3539,0.8835,1.0292,1.1737,1.2407,43.4824,41.4588,39.3993,34.6221,32.9394,291.2316,595.655,719.2255,153.927,18.205
4/21/2012 10:00,0.2876,0.6699,0.7721,0.8635,0.9082,346.6909,347.2555,347.8381,346.3362,346.7091,293.2962,758.9494,777.9194,175.862,17.036
4/21/2012 11:00,0.6902,1.5778,1.808,1.9862,2.0357,307.7131,308.9371,310.19,310.2132,311.2077,294.3955,834.1147,725.7153,224.5623,14.683
4/21/2012 12:00,1.1358,2.7162,3.1378,3.4085,3.486,299.1059,299.8232,300.5568,301.2185,301.8898,295.505,789.9086,526.2586,322.7907,14.683
4/21/2012 13:00,1.2576,3.0779,3.5704,3.877,3.9714,295.893,296.7545,297.6337,298.2891,298.8551,296.14,751.8298,451.1717,353.5277,14.683
4/21/2012 14:00,1.4416,3.5718,4.1533,4.4934,4.6062,293.2715,294.0631,294.8712,295.4225,295.8423,297.7367,714.9636,479.8941,316.9425,15.667
4/21/2012 15:00,1.541,3.8425,4.4716,4.8148,4.9312,294.9554,295.5234,296.1025,296.6908,297.0495,298.1343,604.6066,440.3881,285.6172,17.206
4/21/2012 16:00,1.5567,4.035,4.7266,5.0748,5.2103,298.2889,298.7958,299.3134,299.7401,300.0608,297.9761,476.7771,451.2043,219.3503,19.683
4/21/2012 17:00,1.572,4.182,4.9222,5.25,5.3924,304.8073,305.4592,306.1228,305.7578,306.0818,297.9396,318.8028,432.1126,143.0184,31.903
4/21/2012 18:00,1.3289,4.2045,5.1036,5.4259,5.6285,309.5944,310.4948,311.4172,310.4108,311.0164,297.4475,143.9042,289.1499,73.9842,35.803
4/21/2012 19:00,0.843,4.2333,5.5751,5.9556,6.4137,304.822,308.1482,311.5418,312.0077,314.1817,295.9498,30.8088,96.0339,18.8681,41.056
4/21/2012 20:00,0.7535,4.3829,5.9269,6.4487,7.0779,304.7855,309.3335,313.977,316.159,319.7436,294.2118,0.0051,0,0.0051,41.489
4/21/2012 21:00,0.6283,4.2238,5.8582,6.5264,7.256,310.6421,316.086,321.6519,324.2599,327.8762,292.1021,0,0,0,37.746
4/21/2012 22:00,0.5975,4.2329,5.9277,6.7257,7.4835,313.3126,318.3731,323.5341,326.5807,329.9332,290.2383,0,0,0,35.803
4/21/2012 23:00,0.5299,4.0224,5.7016,6.4969,7.252,314.8014,320.5941,326.5125,329.9928,333.2503,289.5894,0,0,0,35.803
4/22/2012 0:00,0.5178,3.9601,5.6195,6.4257,7.2069,318.1999,323.8811,329.672,333.2467,336.3044,288.6066,0,0,0,35.798
4/22/2012 1:00,0.4722,3.7206,5.308,6.1372,6.9449,319.8493,326.1051,332.4876,336.0883,338.8724,287.7874,0,0,0,35.798
4/22/2012 2:00,0.422,3.4721,4.991,5.817,6.6291,320.9937,327.415,333.9701,337.5946,340.1055,286.6047,0,0,0,35.798
4/22/2012 3:00,0.4428,3.3804,4.793,5.6181,6.4252,322.2151,328.8463,335.6087,339.0829,341.2863,285.2142,0,0,0,35.798
4/22/2012 4:00,0.4517,3.3514,4.7309,5.5267,6.2882,327.0192,332.927,338.9571,341.9537,343.7775,284.6273,0,0,0,36.705
4/22/2012 5:00,0.4021,3.2294,4.6225,5.3714,6.0466,330.0131,335.4366,340.9675,343.7556,345.3767,284.2765,1.3247,0,1.3247,36.897
4/22/2012 6:00,0.3976,3.0308,4.3005,5.045,5.6237,333.5058,339.1104,344.8289,347.2452,348.7887,284.1489,53.8939,171.7972,26.7852,36.132
4/22/2012 7:00,0.6032,2.6509,3.4098,4.1875,4.7216,339.1396,343.0116,346.9661,349.6288,351.2254,286.6317,197.4393,430.5284,80.2428,35.798
4/22/2012 8:00,0.8401,2.1777,2.5518,2.8815,3.0714,345.8997,346.4318,346.9749,347.3617,343.8168,290.1171,396.1444,593.5946,127.0331,24.89
4/22/2012 9:00,0.8222,2.0266,2.3522,2.5894,2.7199,324.6114,325.3033,326.0038,326.6172,326.9203,291.6854,593.9211,705.6704,158.366,19.526
4/22/2012 10:00,1.1074,2.7011,3.1309,3.4108,3.5213,299.8371,300.7662,301.7211,302.077,302.7089,294.1145,751.8777,754.846,184.1573,13.444
4/22/2012 11:00,1.651,4.1292,4.8077,5.2105,5.3535,298.0876,298.7081,299.3398,299.39,299.7987,295.6082,824.0838,697.633,236.2188,1.432
4/22/2012 12:00,1.913,4.8722,5.6915,6.1589,6.3104,294.5031,295.0471,295.6035,295.6962,296.0503,296.7459,826.1579,596.6802,293.8478,1.432
4/22/2012 13:00,2.0752,5.3573,6.2735,6.7519,6.9039,294.0644,294.6203,295.1834,295.303,295.6558,297.1677,760.4035,463.6468,347.5157,1.432
4/22/2012 14:00,2.135,5.5324,6.4808,6.9421,7.0948,294.7954,295.2874,295.7874,295.7898,296.1144,297.762,721.7915,503.5533,309.9157,1.432
4/22/2012 15:00,2.1341,5.5648,6.5255,6.9866,7.1594,295.5967,296.131,296.6778,296.6014,296.9586,298.2014,685.5228,654.7903,211.6786,12.779
4/22/2012 16:00,2.113,5.6194,6.6136,7.1051,7.3125,295.7725,296.4193,297.0741,296.8764,297.2921,297.8906,546.4082,669.203,159.4542,25.418
4/22/2012 17:00,1.989,5.4603,6.4637,6.9503,7.1812,296.4745,297.2639,298.0733,297.5417,298.0553,296.8841,363.4489,609.2436,111.7203,31.013
4/22/2012 18:00,1.7012,5.1929,6.2633,6.7231,7.0157,291.6218,292.8162,294.0336,293.3381,294.0875,296.9259,165.1039,396.5916,64.092,36.132
4/22/2012 19:00,1.2207,5.1861,6.6322,7.1901,7.7372,284.3209,286.3434,288.4036,288.8297,290.7078,295.5898,35.2479,124.7534,18.2329,40.628
4/22/2012 20:00,1.5356,6.3253,8.0434,8.8482,9.59,301.0339,302.5511,304.0986,304.3194,306.1092,294.1602,0.0144,0,0.0144,49.978
4/22/2012 21:00,1.7497,6.768,8.5135,9.4366,10.1037,316.7886,317.7482,318.7238,318.6549,319.455,292.0345,0,0,0,41.412
4/22/2012 22:00,1.4937,5.907,7.4568,8.4474,9.0834,313.8533,314.7395,315.6387,316.2206,316.8289,289.7738,0,0,0,35.811
4/22/2012 23:00,1.1348,4.9433,6.3492,7.2429,7.8593,311.6121,313.516,315.4573,316.6954,317.928,288.644,0,0,0,35.798
4/23/2012 0:00,0.96,4.5411,5.9177,6.7735,7.3688,315.0508,317.4716,319.9447,321.4443,323.1526,287.9921,0,0,0,36.976
4/23/2012 1:00,0.736,3.9552,5.274,6.0835,6.6534,316.6017,320.2103,323.8971,325.8891,328.0518,287.1664,0,0,0,36.976
4/23/2012 2:00,0.5373,3.3981,4.6625,5.4051,5.9236,312.2153,317.3997,322.6922,325.7735,328.6681,285.5406,0,0,0,36.976
4/23/2012 3:00,0.4091,3.0477,4.3032,5.0101,5.4858,308.4198,315.0979,321.9121,325.9039,329.4555,284.5336,0,0,0,36.976
4/23/2012 4:00,0.497,2.8087,3.777,4.406,4.8447,300.5107,309.7651,319.216,324.6083,329.1624,283.8405,0,0,0,36.753
4/23/2012 5:00,0.5791,2.5548,3.2886,3.7798,4.1342,282.7712,296.374,310.2571,318.1996,324.5432,283.2759,1.674,0.2952,1.6578,39.628
4/23/2012 6:00,0.569,2.7216,3.555,3.9762,4.251,281.9737,292.9746,304.1917,312.0606,318.6805,283.0685,57.2149,181.7575,27.4919,37.356
4/23/2012 7:00,0.7398,2.563,3.1603,3.9441,4.3889,297.5324,301.846,306.2481,314.736,321.213,284.8735,212.8251,484.9304,75.3867,34.891
4/23/2012 8:00,0.9211,2.397,2.8095,3.2171,3.4228,320.6865,321.9825,323.3044,324.607,325.9436,288.129,420.0144,668.3204,115.7583,29.972
4/23/2012 9:00,0.7908,1.9604,2.277,2.5644,2.6956,319.5582,320.7767,322.0249,323.0205,323.9197,289.4604,616.5557,759.4359,145.7509,20.831
4/23/2012 10:00,0.8214,1.9829,2.2938,2.5583,2.6655,306.6348,308.1774,309.7578,311.1513,312.0496,292.0556,777.2841,806.1306,168.3302,12.779
4/23/2012 11:00,0.9783,2.3692,2.7427,3.0253,3.1375,297.0306,298.5132,300.0251,300.9826,301.8991,293.5442,890.3784,833.5391,182.2791,2.804
4/23/2012 12:00,1.3261,3.2617,3.7876,4.1715,4.3051,294.4031,295.6457,296.919,297.6307,298.3378,295.0385,934.0412,823.4487,197.1332,2.804
4/23/2012 13:00,1.7849,4.5763,5.3514,5.8592,6.0423,297.8605,299.0738,300.3155,300.6605,301.2405,296.5602,893.4679,751.476,224.3169,2.804
4/23/2012 14:00,1.9756,5.0995,5.9712,6.4798,6.6665,295.7293,296.3571,296.999,297.1677,297.5716,298.3361,814.4287,708.491,225.331,2.804
4/23/2012 15:00,2.205,5.7614,6.7611,7.2788,7.4753,293.4497,293.8536,294.2678,293.9877,294.2931,298.9625,719.6173,738.5894,184.038,12.779
4/23/2012 16:00,2.2582,6.0318,7.1051,7.6302,7.8382,294.1429,294.5045,294.8766,294.1334,294.4332,298.5037,569.9877,729.503,143.2044,24.567
4/23/2012 17:00,2.1729,5.9644,7.0592,7.5799,7.794,298.3549,298.6512,298.9524,297.6079,297.928,297.3227,372.554,633.4268,109.0254,29.972
4/23/2012 18:00,1.9699,5.7132,6.8294,7.2859,7.528,303.3285,303.7818,304.2393,302.6098,303.002,296.3716,169.1786,400.6598,64.3205,34.958
4/23/2012 19:00,1.3281,5.1106,6.4208,6.9623,7.3722,302.8656,304.1538,305.4667,304.5221,305.4717,295.1387,35.1166,116.6182,19.154,36.753
4/23/2012 20:00,1.0789,4.8342,6.2404,6.8676,7.4075,295.6544,297.4719,299.3235,299.8334,301.3885,294.1503,0.0393,0,0.0393,40.719
4/23/2012 21:00,1.1012,5.021,6.5007,7.2754,7.8795,292.1731,293.9765,295.8193,297.1086,298.7008,291.97,0,0,0,38.335
4/23/2012 22:00,1.1279,5.1784,6.7146,7.5477,8.1583,283.0871,285.4856,287.9335,290.3721,292.7828,290.1145,0,0,0,36.753
4/23/2012 23:00,1.0331,4.8815,6.3607,7.2242,7.858,282.372,285.6139,288.9243,292.4155,295.6464,289.2485,0,0,0,36.753
4/24/2012 0:00,0.9047,4.5013,5.919,6.7366,7.3217,284.6548,288.5897,292.5987,296.6383,300.521,288.5699,0,0,0,37.687
4/24/2012 1:00,0.8251,4.247,5.6176,6.3983,6.9619,294.159,298.2161,302.3589,305.912,309.7089,288.1121,0,0,0,37.687
4/24/2012 2:00,0.7294,3.9839,5.327,6.0442,6.5918,302.0748,306.2685,310.5441,313.7329,317.282,287.1039,0,0,0,37.687
4/24/2012 3:00,0.5845,3.6117,4.9343,5.5909,6.106,304.4618,309.4679,314.5812,318.1518,321.9028,285.8765,0,0,0,37.996
4/24/2012 4:00,0.5707,3.5864,4.9171,5.5702,6.0825,306.2599,311.1752,316.1911,320.0999,323.8875,285.1146,0,0,0,39.104
4/24/2012 5:00,0.6025,3.6574,4.9822,5.7268,6.2748,308.0379,312.822,317.7024,321.6143,325.2385,284.3528,1.9457,0.4156,1.916,43.545
4/24/2012 6:00,0.6099,3.5148,4.7434,5.5325,6.1195,309.9141,315.015,320.2146,324.1698,327.7273,284.2654,58.6931,182.0344,28.4378,40.267
4/24/2012 7:00,1.0511,3.2452,3.9216,4.7471,5.3256,316.42,318.9561,321.5464,325.4698,328.865,285.3969,213.4939,477.2794,77.4459,37.067
4/24/2012 8:00,1.3705,3.6086,4.2392,4.6769,4.8852,331.9955,332.5696,333.1527,333.6572,334.1451,288.7743,420.3738,658.4522,117.9279,27.194
4/24/2012 9:00,1.38,3.504,4.0909,4.4773,4.6406,337.1786,337.5076,337.8435,337.8973,338.1833,289.6575,619.3358,758.2666,146.5936,19.058
4/24/2012 10:00,1.126,2.7492,3.1857,3.482,3.5919,344.9634,345.4552,345.9559,345.9021,346.1057,291.8631,782.6051,811.1921,167.2591,4.086
4/24/2012 11:00,0.8768,2.0978,2.4226,2.6737,2.7619,334.4998,335.0859,335.6848,335.6657,336.1092,293.0181,896.8997,841.0971,180.1661,2.804
4/24/2012 12:00,0.8559,2.0359,2.3499,2.594,2.6769,316.2852,317.1098,317.9548,318.3174,318.9325,294.0442,952.5758,853.8254,186.1488,2.804
4/24/2012 13:00,0.9037,2.1452,2.4745,2.7221,2.8096,305.1909,306.2763,307.3791,307.9716,308.6435,294.8158,945.8624,853.2288,185.034,2.804
4/24/2012 14:00,0.9441,2.2494,2.5963,2.8469,2.9338,296.2672,297.3766,298.5131,299.4563,300.1182,296.3479,876.9011,838.3186,177.069,2.804
4/24/2012 15:00,1.0114,2.4214,2.7988,3.0547,3.145,291.1958,292.339,293.5108,294.4657,295.1365,297.4156,750.9402,805.3821,162.1647,19.058
4/24/2012 16:00,1.0864,2.6279,3.0407,3.2963,3.3942,289.8338,290.9578,292.1072,292.8598,293.5741,297.6325,578.4002,745.8824,139.7077,23.026
4/24/2012 17:00,1.1241,2.7644,3.2091,3.4628,3.5569,284.0727,285.4117,286.7775,287.1321,287.9859,297.6322,376.2197,638.3566,108.7209,37.687
4/24/2012 18:00,1.1287,2.9998,3.5314,3.7687,3.8835,275.3222,276.7188,278.1452,277.8202,278.8359,297.2399,173.3669,417.6952,64.4827,39.646
4/24/2012 19:00,0.7129,3.3608,4.3769,4.4909,4.7553,256.1533,260.4706,264.8722,265.1736,268.2487,295.5952,38.2988,133.3741,19.0722,44.352
4/24/2012 20:00,0.735,3.7197,4.9064,4.9883,5.3848,248.7351,255.2546,261.913,266.8993,272.401,292.9627,0.0802,0,0.0802,47.648
4/24/2012 21:00,0.6438,3.6528,4.9174,4.9605,5.4195,248.8194,256.5841,264.5013,272.6486,280.0346,290.4426,0,0,0,42.184
4/24/2012 22:00,0.5333,3.6925,5.1483,5.3881,6.1186,261.4809,268.0002,274.6475,282.5607,289.3445,288.4451,0,0,0,37.996
4/24/2012 23:00,0.3564,3.0687,4.4483,4.8123,5.6432,273.3281,282.9072,292.682,300.308,307.3737,287.189,0,0,0,37.989
4/25/2012 0:00,0.6632,2.8765,3.69,4.0365,4.8284,275.6416,288.5564,301.7343,309.7808,317.5583,285.9153,0,0,0,29.928
4/25/2012 1:00,0.6577,2.301,2.8438,3.0477,3.6654,266.1322,283.7138,301.654,311.5565,321.5151,285.9377,0,0,0,28.486
4/25/2012 2:00,0.4726,1.7038,2.1176,2.1155,2.476,245.3171,268.4603,292.0695,303.7162,317.4742,285.5618,0,0,0,28.554
4/25/2012 3:00,0.477,1.5153,1.8386,1.6242,1.667,236.9705,253.5065,270.3834,281.6263,297.0959,285.3056,0,0,0,28.554
