,WS_1,WS_50,WS_100,WS_150,WS_200,WD_1,WD_50,WD_100,WD_150,WD_200,temp_air_1,ghi,dni,dhi,Price
1/1/2012 0:00,0.3372,1.2309,1.5346,1.8756,1.9307,23.8945,22.3364,20.7422,164.472,167.3589,279.8569,0,0,0,49.046
1/1/2012 1:00,0.4316,1.4393,1.7627,2.0102,2.0635,47.8602,46.3249,44.7561,34.1765,34.6391,279.7648,0,0,0,49.046
1/1/2012 2:00,0.4883,1.6573,2.0362,2.1857,2.1988,48.3758,52.0758,55.849,50.0992,49.4978,279.4413,0,0,0,49.046
1/1/2012 3:00,0.488,1.7769,2.2106,2.3384,2.3128,33.423,44.636,56.0809,56.5599,55.7136,278.2842,0,0,0,49.046
1/1/2012 4:00,0.5661,1.8586,2.2701,2.4169,2.3424,16.7169,32.531,48.672,54.957,54.0591,277.5218,0,0,0,49.046
1/1/2012 5:00,0.6128,1.9418,2.3565,2.4731,2.336,12.2468,28.0849,44.2416,54.5187,53.1733,276.7224,0,0,0,49.046
1/1/2012 6:00,0.6257,2.0382,2.4873,2.6089,2.4168,19.9339,34.5707,49.51,60.4385,58.8285,276.6432,0,0,0,49.046
1/1/2012 7:00,0.6982,2.0832,2.5033,2.6839,2.4467,28.0611,44.1884,60.6484,71.2512,69.7853,276.1462,1.5367,0.5764,1.5092,44.736
1/1/2012 8:00,0.5355,1.8433,2.2711,2.4856,2.1998,31.6117,51.6488,72.0973,85.5718,84.8576,276.7427,50.1641,188.4571,23.7648,43.746
1/1/2012 9:00,0.3676,1.4191,1.7843,2.0582,1.7298,30.4258,54.7218,79.5126,100.6863,102.4823,279.4445,175.9183,490.2536,64.0808,39.217
1/1/2012 10:00,0.1723,0.9123,1.2154,1.7191,1.335,35.1444,50.953,67.0851,104.7906,107.9212,283.7754,321.7443,660.8068,94.4126,39.217
1/1/2012 11:00,0.1437,0.3203,0.3647,0.8149,0.558,87.4067,86.8057,86.195,121.6293,143.4185,285.6919,430.9144,737.6301,111.9311,18.77
1/1/2012 12:00,0.184,0.4304,0.4949,0.4644,0.6819,214.7864,216.6881,218.6332,189.1383,224.9071,287.2034,486.9041,764.2728,120.8956,14.964
1/1/2012 13:00,0.466,1.0801,1.2423,1.3493,1.4744,224.4095,226.1539,227.932,227.9129,231.997,288.2881,484.6721,761.7244,120.8716,18.77
1/1/2012 14:00,0.6708,1.594,1.8406,2.0672,2.1157,229.0379,230.3101,231.6039,232.904,234.5309,289.902,422.6707,723.9116,112.1744,22.363
1/1/2012 15:00,0.8044,1.9816,2.3019,2.5717,2.6129,230.4064,231.4047,232.4238,234.0658,235.1653,290.5193,309.8829,639.8014,93.8718,39.217
1/1/2012 16:00,0.7073,2.3708,2.9073,3.2771,3.3281,228.4495,229.8526,231.2827,233.1965,234.6339,290.2308,165.9686,472.4856,61.7561,44.736
1/1/2012 17:00,0.4369,3.1292,4.3886,5.0161,4.9527,225.6764,229.4638,233.326,237.2293,239.9264,287.8197,45.4278,179.948,21.6392,71.456
1/1/2012 18:00,0.5228,3.8519,5.4299,6.312,6.0957,229.5159,234.4432,239.468,246.3874,249.1824,286.3111,0.9004,0,0.9004,71.456
1/1/2012 19:00,0.5323,3.7642,5.2693,6.4735,6.2089,236.1417,242.701,249.3892,259.483,262.2806,284.8239,0,0,0,71.456
1/1/2012 20:00,0.5858,3.5316,4.8046,6.1037,5.8884,246.8983,254.7457,262.7543,275.0567,277.327,283.8544,0,0,0,71.456
1/1/2012 21:00,0.5812,3.4155,4.6272,6.0286,5.9,258.9481,267.8506,276.9359,289.3737,291.0546,282.2305,0,0,0,71.456
1/1/2012 22:00,0.4525,3.6902,5.2969,7.1595,7.0637,267.7338,275.068,282.5559,293.5092,294.303,282.0494,0,0,0,71.456
1/1/2012 23:00,0.5066,3.9042,5.5475,7.5287,7.6364,274.8198,281.0403,287.3908,297.0833,297.8032,282.5127,0,0,0,71.456
1/2/2012 0:00,0.4155,3.5022,5.0577,6.8651,7.1993,274.0521,281.3776,288.8541,296.9535,298.6552,282.8122,0,0,0,39.954
1/2/2012 1:00,0.5951,2.9502,3.8774,5.1302,5.4665,253.4519,265.9027,278.6125,289.0897,292.4365,282.0975,0,0,0,39.954
1/2/2012 2:00,0.6451,3.1467,4.1244,5.3185,5.6615,261.6248,269.6763,277.8906,286.1729,289.6266,282.002,0,0,0,39.954
1/2/2012 3:00,0.6022,2.9056,3.801,4.8613,5.1796,246.3288,255.9641,265.7977,274.4654,278.8621,281.5577,0,0,0,39.954
1/2/2012 4:00,0.6666,2.8332,3.625,4.6678,5.0124,242.8358,250.813,258.9512,266.9441,271.5544,281.0838,0,0,0,39.954
1/2/2012 5:00,0.6522,2.5748,3.2497,4.3053,4.6811,232.31,242.2895,252.4754,260.1212,265.1429,280.8403,0,0,0,42.197
1/2/2012 6:00,0.6459,2.492,3.1343,4.2217,4.6526,239.6401,245.8627,252.2107,258.6667,263.1651,281.7424,0,0,0,42.979
1/2/2012 7:00,0.5898,2.3447,2.9632,4.1311,4.6563,243.0365,250.0285,257.1655,261.7385,265.7545,282.1779,0.7702,0,0.7702,43.275
1/2/2012 8:00,0.3886,2.1518,2.8842,3.9821,4.5485,205.4318,224.8552,244.6734,252.0746,257.7126,282.5984,12.396,0,12.396,43.275
1/2/2012 9:00,0.296,1.927,2.6579,3.7716,4.3706,210.0554,224.7567,239.7548,249.2698,255.7446,283.4891,48.4665,0.52,48.3203,42.197
1/2/2012 10:00,0.2972,1.7118,2.31,3.8157,4.32,215.4631,227.3583,239.4966,249.8152,257.6478,285.5114,121.1085,14.2577,115.5309,40.67
1/2/2012 11:00,0.5153,1.5728,1.8972,3.2629,3.7398,246.8522,250.5085,254.2357,256.996,266.7349,286.61,253.1163,142.0417,187.7319,38.585
1/2/2012 12:00,0.7998,2.1158,2.4885,2.5952,2.9529,276.5271,278.4503,280.4133,276.0856,281.5423,288.3263,379.2968,367.6875,201.7065,34.101
1/2/2012 13:00,0.8669,2.2401,2.6247,3.0361,3.1324,286.2346,287.6248,289.0433,290.6008,291.2648,289.5622,421.6662,529.8457,168.764,34.101
1/2/2012 14:00,0.9935,2.5658,3.0047,3.4397,3.5341,295.6596,296.6047,297.5676,298.7974,299.0335,290.6938,388.9588,591.798,135.6491,34.993
1/2/2012 15:00,1.0802,2.8905,3.4061,3.8947,3.9896,301.827,302.5468,303.2793,304.2802,304.3628,291.41,296.9977,582.0576,101.4765,38.585
1/2/2012 16:00,0.8152,2.9695,3.6958,4.322,4.441,308.3336,309.2652,310.2166,310.9907,311.1062,290.8196,164.0364,458.1657,62.9273,42.197
1/2/2012 17:00,0.7203,3.0355,3.876,4.9136,5.0613,311.5901,314.8881,318.2484,321.4852,322.0723,286.8988,45.8498,177.4439,22.2169,45.816
1/2/2012 18:00,0.6474,3.395,4.5056,5.6353,5.7999,322.6984,326.6636,330.7125,334.9402,335.9689,284.8069,1.0701,0,1.0701,56.619
1/2/2012 19:00,0.6649,3.3918,4.4809,5.7323,5.905,333.5498,338.9211,344.4035,349.6344,350.7244,284.2966,0,0,0,56.619
1/2/2012 20:00,0.644,3.1721,4.1629,5.3459,5.5367,2.611,258.3601,151.9825,157.4939,7.671,284.0578,0,0,0,57.289
1/2/2012 21:00,0.6057,2.8341,3.6872,4.764,4.9692,12.0086,191.4839,7.2762,15.1679,16.1351,282.4022,0,0,0,57.289
1/2/2012 22:00,0.4736,2.6798,3.606,4.4118,4.6112,338.6359,344.6971,350.8823,5.3019,7.2412,280.2219,0,0,0,57.289
1/2/2012 23:00,0.4385,2.7938,3.8379,4.594,4.7785,359.0059,280.288,199.9607,7.8215,9.8647,280.0457,0,0,0,55
1/3/2012 0:00,0.3946,2.8806,4.0559,4.9061,5.0335,18.1461,192.6162,3.2971,9.7304,11.9825,279.7853,0,0,0,41.815
1/3/2012 1:00,0.3874,3.1988,4.6029,5.7577,5.8243,220.2993,116.7885,11.1641,14.293,16.5475,279.7561,0,0,0,41.815
1/3/2012 2:00,0.3958,3.4607,5.0296,6.6043,6.6276,6.6294,12.7572,19.0045,20.636,22.939,278.9512,0,0,0,41.815
1/3/2012 3:00,0.4205,3.5002,5.0435,7.0389,7.0302,10.381,17.011,23.7743,25.5018,28.1279,278.2627,0,0,0,41.815
1/3/2012 4:00,0.4294,3.3828,4.8275,6.8372,6.8689,15.3495,22.4124,29.6181,30.9941,34.1833,278.083,0,0,0,41.815
1/3/2012 5:00,0.3693,3.2566,4.7414,6.5797,6.6767,16.9768,25.9764,35.1628,37.4956,40.7961,277.7349,0,0,0,41.815
1/3/2012 6:00,0.4328,3.4274,4.8944,6.6793,6.7953,15.2211,25.4508,35.8875,41.3179,44.3629,278.033,0,0,0,42.687
1/3/2012 7:00,0.5063,3.7626,5.3137,7.0467,7.1204,15.2429,24.7952,34.5382,42.041,44.9158,278.089,1.5076,0.6767,1.476,48.911
1/3/2012 8:00,0.547,3.8987,5.4636,7.4566,7.4413,17.5484,26.3119,35.2534,43.1606,46.0068,278.3303,50.5509,190.949,23.7287,42.687
1/3/2012 9:00,0.8112,3.9603,5.1915,7.6948,7.5814,24.3763,31.5901,38.9506,46.1603,48.9701,279.8613,176.6078,493.1203,64.1184,39.734
1/3/2012 10:00,0.7863,3.2166,4.0857,7.76,7.5341,37.2197,39.2822,41.389,48.9515,50.9852,284.5773,322.2161,660.351,94.6532,37.274
1/3/2012 11:00,1.1638,3.2389,3.843,5.4094,5.5566,46.694,47.1507,47.6183,45.9326,49.5765,286.5224,432.8982,739.0908,112.0857,36.136
1/3/2012 12:00,1.2174,3.194,3.7479,4.2694,4.4285,46.702,46.8228,46.9404,41.7872,44.7244,287.6413,491.3636,770.2917,120.7028,31.374
1/3/2012 13:00,1.167,2.9901,3.4957,3.9384,4.0355,44.5274,44.2152,43.8938,42.0539,42.4394,288.2969,490.8687,770.5215,120.5352,32.519
1/3/2012 14:00,1.0871,2.7816,3.2511,3.6646,3.7424,46.2747,45.7391,45.1957,43.8228,43.5868,290.1653,431.5179,739.7894,111.6251,36.136
1/3/2012 15:00,1.0551,2.7841,3.2725,3.7045,3.7833,49.0135,48.3435,47.6627,46.2552,45.9059,290.7515,320.0841,660.3339,94.1128,39.602
1/3/2012 16:00,0.7048,2.659,3.329,3.8512,3.9664,50.2061,49.8496,49.4881,47.9745,47.3748,290.5992,173.9214,490.685,63.2806,41.815
1/3/2012 17:00,0.7919,2.8652,3.5609,4.3412,4.5181,53.8267,54.1489,54.4702,52.9096,51.375,287.7603,48.8335,188.5001,22.8847,50.387
1/3/2012 18:00,0.8963,3.1082,3.8336,4.7214,4.9235,46.2656,51.403,56.6414,55.4422,53.6965,286.3219,1.2301,0.1773,1.2223,60.921
1/3/2012 19:00,0.8501,3.2077,4.0172,5.0201,5.2269,29.6188,40.9896,52.5889,54.2489,52.7232,284.4643,0,0,0,60.921
1/3/2012 20:00,0.533,3.1999,4.3499,5.3958,5.5852,18.3978,30.9337,43.7234,48.8318,48.3229,282.1758,0,0,0,48.911
1/3/2012 21:00,0.4385,3.4269,4.8832,6.0836,6.1941,14.6695,24.9362,35.4172,41.7098,42.7527,280.8766,0,0,0,48.911
1/3/2012 22:00,0.4281,3.6187,5.2277,6.7342,6.6649,13.2562,21.078,29.0597,34.5886,37.2657,280.7634,0,0,0,47.504
1/3/2012 23:00,0.419,3.6963,5.3799,7.332,7.0995,12.7895,19.6913,26.7436,31.9671,35.5246,280.4727,0,0,0,41.815
1/4/2012 0:00,0.4584,3.7521,5.3886,7.3024,7.023,12.9118,20.1639,27.5629,34.7721,38.802,279.9517,0,0,0,43.28
1/4/2012 1:00,0.5094,3.8941,5.5252,7.445,7.1124,11.6196,18.8424,26.2125,36.2627,40.1639,279.6259,0,0,0,42.687
1/4/2012 2:00,0.5316,4.0006,5.6624,7.6502,7.282,11.607,17.7092,23.9394,34.6575,38.2201,278.5734,0,0,0,42.687
1/4/2012 3:00,0.5408,4.0594,5.7428,7.9582,7.5615,12.6103,17.9703,23.4385,33.5063,36.5962,278.2763,0,0,0,42.687
1/4/2012 4:00,0.5831,4.2089,5.9127,8.384,7.9816,17.3392,21.5881,25.9184,34.7239,37.3397,278.1097,0,0,0,42.687
1/4/2012 5:00,0.6194,4.382,6.1356,8.9064,8.5411,22.5047,26.2272,30.0257,37.122,39.4331,277.3246,0,0,0,42.687
1/4/2012 6:00,0.6523,4.5439,6.3411,9.3719,9.1051,27.6573,31.0249,34.4675,39.9392,42.0855,277.6933,0,0,0,42.687
1/4/2012 7:00,0.6999,4.8089,6.6981,9.7861,9.6456,28.4961,31.9227,35.4188,40.2922,42.4045,277.8413,1.5751,1.1702,1.5206,52.822
1/4/2012 8:00,0.7414,4.9278,6.8214,9.9599,9.9419,30.2776,33.5568,36.9029,41.7565,43.9276,278.7335,52.722,198.897,24.378,50.282
1/4/2012 9:00,1.0058,4.85,6.3447,9.6509,9.7279,33.0453,36.3923,39.8039,45.0672,47.4315,280.3154,183.6401,512.2027,65.8288,40.94
1/4/2012 10:00,1.0235,4.4147,5.6606,9.4846,9.5845,37.6588,39.4845,41.3468,45.9592,48.5848,284.9318,333.0362,687.0883,95.2827,34.186
1/4/2012 11:00,1.4272,4.2531,5.1087,7.473,7.9411,43.547,44.2313,44.9296,43.9287,48.3441,286.518,445.5079,770.3375,110.2997,33.72
1/4/2012 12:00,1.6248,4.5727,5.4358,5.87,6.5095,45.8294,46.2734,46.729,39.3509,45.0846,287.8616,505.011,802.2553,117.9073,31.829
1/4/2012 13:00,1.6847,4.666,5.53,6.0924,6.4716,45.3701,45.6341,45.9044,41.8525,44.5539,288.6437,504.5172,801.52,117.9106,31.829
1/4/2012 14:00,1.675,4.7207,5.6116,6.3129,6.5928,44.4319,44.7266,45.0196,42.9872,44.2717,291.0641,444.0119,767.9655,110.2338,33.252
1/4/2012 15:00,1.5366,4.5402,5.4429,6.1746,6.4552,45.1345,45.4892,45.8497,44.1298,45.1937,291.8424,330.3055,682.4282,94.7456,35.744
1/4/2012 16:00,0.7723,3.6444,4.7478,5.8273,6.1916,39.5876,41.2134,42.8723,41.4751,43.3225,291.8088,180.954,507.0704,64.9934,42.687
1/4/2012 17:00,0.6021,3.7091,5.0667,6.3852,6.717,27.2115,32.6263,38.1584,38.9663,41.411,288.0604,51.6382,196.4737,23.9002,50.601
1/4/2012 18:00,0.5387,4.2197,6.0137,7.5645,7.8001,18.8564,25.6071,32.4938,34.726,37.4808,286.005,1.449,0.8557,1.4102,59.175
1/4/2012 19:00,0.6664,5.0946,7.231,9.5994,9.7344,20.2057,24.6996,29.2849,32.3144,34.9563,285.7197,0,0,0,62.192
1/4/2012 20:00,0.6413,5.0048,7.127,10.0399,10.0826,20.5174,24.5438,28.649,32.1666,35.8398,284.9014,0,0,0,62.192
1/4/2012 21:00,0.6315,4.8815,6.9426,9.8444,9.9001,23.607,28.1475,32.7799,36.1213,40.6131,284.3862,0,0,0,62.192
1/4/2012 22:00,0.6451,4.9323,6.9991,9.8143,9.9813,23.3869,29.1044,34.9393,38.1077,42.978,282.9798,0,0,0,49.122
1/4/2012 23:00,0.57,4.6486,6.6741,9.3917,9.5963,21.8464,28.8658,36.0293,40.2102,45.1102,282.1825,0,0,0,42.687
1/5/2012 0:00,0.6376,4.834,6.849,9.3896,9.6124,22.2666,29.4492,36.778,41.2836,45.8641,281.9183,0,0,0,46.759
1/5/2012 1:00,0.68,5.0944,7.203,10.0474,10.267,24.3843,30.7543,37.2571,41.3696,45.4825,281.4838,0,0,0,43.026
1/5/2012 2:00,0.6335,4.8845,6.9432,9.8702,10.0998,25.6167,32.0056,38.5241,42.0726,46.3473,280.9893,0,0,0,43.026
1/5/2012 3:00,0.5879,4.6324,6.6093,9.3073,9.5443,25.9243,33.0299,40.2842,43.931,48.2613,280.6387,0,0,0,43.026
1/5/2012 4:00,0.5768,4.5246,6.4514,8.9054,9.1491,26.2177,33.8367,41.6113,45.8738,50.0124,280.1808,0,0,0,43.026
1/5/2012 5:00,0.5486,4.3996,6.2952,8.6545,8.8694,28.41,36.0714,43.8918,47.9933,51.9155,279.8754,0,0,0,43.026
1/5/2012 6:00,0.5445,4.2931,6.1255,8.4605,8.6135,29.4309,37.6913,46.1202,50.3962,54.0603,279.4791,0,0,0,43.575
1/5/2012 7:00,0.5917,4.4439,6.2858,8.68,8.7894,30.1655,38.159,46.3186,50.8867,54.1494,278.8529,1.5497,1.058,1.5005,52.479
1/5/2012 8:00,0.5504,4.2197,5.9912,8.4905,8.5792,29.1136,37.6028,46.2657,51.5125,54.614,278.9682,52.0293,196.7051,24.1033,43.625
1/5/2012 9:00,0.7917,3.8968,5.1164,7.6191,7.6836,27.7335,36.2537,44.9526,51.3456,54.6005,281.0428,181.5895,506.6845,65.1631,42.994
1/5/2012 10:00,0.6704,3.2594,4.2675,7.2547,7.2063,32.6886,36.4209,40.2294,47.5107,50.2469,286.0294,330.1497,678.8679,95.0106,39.756
1/5/2012 11:00,0.9485,2.836,3.406,5.8895,6.0236,34.6689,35.0568,35.4534,38.8216,42.0174,288.0601,442.0332,759.093,111.0344,36.927
1/5/2012 12:00,1.006,2.71,3.1968,3.5009,3.9625,36.1473,36.0313,35.918,30.5375,34.7735,289.666,501.2427,789.329,119.258,34.984
1/5/2012 13:00,0.8871,2.305,2.7004,2.8841,3.2104,37.4683,36.9232,36.3677,32.171,33.4121,290.7007,500.4819,786.8794,119.5134,34.984
1/5/2012 14:00,0.7652,1.9875,2.3302,2.6086,2.8055,37.1359,35.9067,34.6472,31.9232,31.0221,292.7377,440.359,753.35,111.4592,35.944
1/5/2012 15:00,0.615,1.6455,1.9396,2.2499,2.4045,33.7015,31.9778,30.2181,27.8313,25.9161,293.5237,328.5598,673.3037,94.9605,36.927
1/5/2012 16:00,0.216,1.1743,1.5685,1.9701,2.218,59.1057,47.4039,35.4542,27.7228,22.5106,293.6841,181.045,504.0072,65.0081,42.994
1/5/2012 17:00,0.509,1.2989,1.5179,2.106,2.4303,98.6326,75.4227,51.7429,33.8549,26.3137,292.6998,52.2206,196.1229,24.2342,44.471
1/5/2012 18:00,0.3679,1.0517,1.2549,1.8898,2.2435,102.7702,82.4249,61.6697,38.6079,29.5005,290.9668,1.6092,0.8823,1.567,43.86
1/5/2012 19:00,0.447,0.8481,0.9404,1.5957,1.992,292.7948,174.7205,54.2352,27.573,21.249,288.7539,0,0,0,43.198
1/5/2012 20:00,0.3552,1.0149,1.2087,2.2488,2.612,8.0977,190.6466,9.5735,10.6123,10.5385,286.1032,0,0,0,43.026
1/5/2012 21:00,0.6019,2.0113,2.4648,3.3804,3.6158,22.0906,196.5429,7.207,10.0035,11.1996,283.2864,0,0,0,43.026
1/5/2012 22:00,0.829,3.0493,3.8013,4.6709,4.6889,22.5709,197.9121,9.4819,12.5236,14.441,279.8615,0,0,0,43.026
1/5/2012 23:00,0.4811,3.7776,5.3867,6.4252,6.3223,22.4573,197.0789,7.9137,11.4498,12.6623,279.4243,0,0,0,43.026
1/6/2012 0:00,0.4715,3.5126,4.9611,6.3031,6.2925,218.8653,116.061,11.1583,15.2134,16.3015,278.3634,0,0,0,42.035
1/6/2012 1:00,0.5249,3.3422,4.5916,5.7782,5.9045,224.6146,121.2755,15.8308,19.9242,20.1532,277.7158,0,0,0,42.035
1/6/2012 2:00,0.4708,3.3196,4.6426,5.6319,5.8476,11.0328,16.6838,22.4539,26.2447,24.9072,276.6682,0,0,0,42.035
1/6/2012 3:00,0.3924,3.297,4.7583,5.6123,5.8566,13.8037,20.0827,26.4852,31.2408,28.5209,276.9103,0,0,0,42.035
1/6/2012 4:00,0.4032,3.4716,5.0297,5.9081,6.196,15.2415,20.9956,26.8652,31.3468,27.9263,276.875,0,0,0,42.035
1/6/2012 5:00,0.402,3.5641,5.1896,6.2538,6.5827,21.8272,26.2334,30.7345,33.9013,30.0451,277.0324,0,0,0,42.035
1/6/2012 6:00,0.3901,3.584,5.2548,6.4892,6.8529,25.7038,30.5954,35.584,38.3679,34.4298,276.6202,0,0,0,43.244
1/6/2012 7:00,0.4007,3.6102,5.2738,6.5368,6.9263,23.4267,29.6467,35.9962,40.1488,36.7759,276.4896,1.6442,1.7696,1.5621,51.589
1/6/2012 8:00,0.4759,3.8633,5.539,6.9242,7.3101,22.9868,29.3803,35.9074,40.9322,39.2076,276.7392,55.506,205.6779,25.8061,45.282
1/6/2012 9:00,0.7847,3.987,5.2623,6.9362,7.2725,24.8525,30.9731,37.2136,44.0525,44.5344,279.8789,191.3089,525.5799,69.5036,39.901
1/6/2012 10:00,0.7805,3.3959,4.3609,6.7819,6.9232,24.5706,27.7446,30.9905,42.9407,46.0598,283.3849,343.7241,704.6725,98.4059,34.559
1/6/2012 11:00,1.0049,2.9623,3.5513,5.5749,5.8447,32.5503,33.4289,34.3229,37.7428,44.0596,285.4387,456.9544,790.5977,111.1553,31.545
1/6/2012 12:00,1.0761,2.9387,3.4749,3.9054,4.3844,34.6543,35.5151,36.3946,28.9195,39.4241,287.2232,516.2871,820.8238,117.8127,30.702
1/6/2012 13:00,1.0961,2.9229,3.4419,3.7602,4.1597,36.4623,37.0847,37.7153,33.6249,39.4742,288.5191,514.7654,816.4638,117.9112,31.03
1/6/2012 14:00,1.0557,2.8286,3.3334,3.7147,3.9761,35.1428,35.8266,36.515,34.9248,37.5363,291.7087,452.4658,778.2982,110.7536,32.475
1/6/2012 15:00,0.9668,2.7026,3.2081,3.6207,3.8636,30.4852,31.3102,32.1569,31.1378,33.1706,292.8245,337.1568,689.9243,95.7066,34.907
1/6/2012 16:00,0.2774,2.0246,2.85,3.4437,3.7828,13.093,17.6747,22.3504,22.3414,26.1567,292.6156,186.0934,513.6951,66.2886,42.035
1/6/2012 17:00,0.8323,2.5184,3.0329,3.7741,4.1758,11.8765,194.8001,14.1066,18.0533,23.2744,288.7347,54.0933,200.0626,25.0085,49.81
1/6/2012 18:00,0.9372,2.9562,3.5848,4.4334,4.8811,6.7479,193.0779,15.8623,21.8076,26.9187,287.3486,1.8467,1.2306,1.7805,50.494
1/6/2012 19:00,0.5499,3.2683,4.437,5.3815,5.8342,19.7006,202.812,22.3115,28.0564,32.7325,286.889,0,0,0,46.606
1/6/2012 20:00,0.5184,3.9354,5.5758,6.7177,7.0898,7.0433,17.5784,28.325,32.9492,37.4894,286.5758,0,0,0,43.291
1/6/2012 21:00,0.6886,5.0236,7.0708,8.627,8.955,18.3348,25.661,33.1358,37.2103,41.4371,285.8103,0,0,0,42.85
1/6/2012 22:00,0.6469,5.023,7.1486,9.1302,9.6001,27.5613,34.1325,40.8375,44.5522,48.9602,284.59,0,0,0,49.234
1/6/2012 23:00,0.7104,5.2569,7.4156,9.488,10.0809,30.0821,36.3044,42.6468,46.3965,50.4808,284.073,0,0,0,46.982
1/7/2012 0:00,0.6937,5.1891,7.3377,9.4372,10.1153,30.7365,36.3515,42.0813,45.3554,49.3245,284.4315,0,0,0,43.853
1/7/2012 1:00,0.7239,5.2499,7.3819,9.5177,10.1692,32.7006,37.7081,42.8237,45.6262,49.6582,284.1499,0,0,0,43.786
1/7/2012 2:00,0.8275,5.5413,7.6838,9.9502,10.4163,35.5435,39.95,44.4453,47.0746,51.4475,283.591,0,0,0,43.786
1/7/2012 3:00,0.931,5.8541,8.0235,10.4871,10.7583,40.0401,43.4812,46.9904,49.4022,53.605,282.9714,0,0,0,43.786
1/7/2012 4:00,1.0195,6.0534,8.2135,10.7903,10.931,45.5551,48.1641,50.8285,52.6672,56.7013,283.0935,0,0,0,43.786
1/7/2012 5:00,1.0677,6.1293,8.2682,10.8932,10.9889,50.6026,53.0995,55.646,57.3227,61.2177,283.0404,0,0,0,43.786
1/7/2012 6:00,1.0435,5.9726,8.0522,10.632,10.6246,51.3353,54.4024,57.5402,60.002,64.155,282.9659,0,0,0,45.695
1/7/2012 7:00,1.0061,5.7913,7.8176,10.2771,10.1693,49.0123,52.8926,56.8523,60.6127,65.0927,282.6126,1.355,0.0521,1.3525,46.273
1/7/2012 8:00,1.0059,5.7096,7.6871,10.0446,9.8713,46.7921,51.2025,55.709,60.2697,64.9162,282.8514,45.1887,157.9554,24.2743,43.786
1/7/2012 9:00,1.2101,5.6686,7.3763,9.9247,9.7664,49.1796,52.3941,55.6672,60.3463,64.8625,283.8198,166.291,438.8834,65.8523,36.978
1/7/2012 10:00,1.4271,5.2285,6.5121,9.4505,9.5099,53.5224,54.869,56.2462,59.0016,63.084,287.6828,311.7511,614.2474,98.9342,32.736
1/7/2012 11:00,1.6526,4.849,5.8063,6.7588,7.2873,60.6098,61.3523,62.1113,59.9637,65.3037,288.699,425.0368,699.3069,118.233,24.088
1/7/2012 12:00,1.6159,4.4601,5.2852,5.854,6.1553,61.9992,62.6823,63.3849,61.3886,64.9741,290.087,484.7109,731.9118,128.2972,24.088
1/7/2012 13:00,1.5331,4.122,4.8597,5.377,5.5322,61.2602,61.8908,62.5312,62.712,63.7006,290.7441,487.319,737.2161,127.7054,27.199
1/7/2012 14:00,1.4589,3.9176,4.6192,5.0934,5.2111,60.3463,60.9965,61.66,62.2416,62.8475,292.8804,434.6069,723.187,115.85,29.941
1/7/2012 15:00,1.4349,3.9982,4.7445,5.2509,5.3704,57.2414,58.1579,59.0957,59.8651,60.4717,293.4876,327.5516,658.0532,96.7962,36.93
1/7/2012 16:00,0.994,3.837,4.8243,5.5448,5.7421,48.4364,50.2603,52.1245,53.3428,54.7242,293.2206,183.5045,502.2893,65.9581,40.513
1/7/2012 17:00,0.6432,4.2066,5.8081,6.8314,7.0214,38.3642,42.8332,47.3897,49.9707,52.2701,291.1409,54.2163,197.1883,25.3087,43.853
1/7/2012 18:00,0.7356,4.9208,6.8203,8.1479,8.2585,37.8373,43.5684,49.4106,53.3144,55.9309,289.1942,2.0075,1.1091,1.9341,48.679
1/7/2012 19:00,0.7434,5.0544,7.0247,8.6017,8.6903,40.9245,46.8619,52.9216,57.9032,60.7127,288.0405,0,0,0,49.655
1/7/2012 20:00,0.6922,4.8708,6.8122,8.3832,8.4919,42.4942,48.687,55.0041,60.3972,63.5607,286.8003,0,0,0,48.686
1/7/2012 21:00,0.6524,4.6936,6.5907,8.0637,8.2002,44.5837,50.759,57.0696,62.7879,66.1152,285.0309,0,0,0,47.629
1/7/2012 22:00,0.608,4.4165,6.209,7.5353,7.6971,51.5132,56.879,62.3564,68.4716,71.4823,284.0542,0,0,0,47.738
1/7/2012 23:00,0.5668,4.1918,5.9132,6.9771,7.1197,49.7976,56.334,63.0013,69.8127,73.1858,283.1701,0,0,0,47.307
1/8/2012 0:00,0.5697,4.15,5.8365,6.7639,6.7925,45.4927,52.6956,60.0428,67.3867,71.0354,282.4787,0,0,0,54.889
1/8/2012 1:00,0.6117,4.283,5.9839,6.9069,6.8168,45.2606,52.0197,58.9191,66.0801,69.5085,281.9977,0,0,0,54.889
1/8/2012 2:00,0.6314,4.3875,6.124,7.1653,7.0331,48.1149,54.0547,60.1106,66.9488,70.1564,281.4455,0,0,0,54.889
1/8/2012 3:00,0.6722,4.5087,6.2509,7.3875,7.2467,49.2339,55.3206,61.5275,68.5502,71.7764,280.763,0,0,0,54.889
1/8/2012 4:00,0.7241,4.6464,6.3913,7.5586,7.3768,47.6124,53.6186,59.7483,66.9243,70.3114,280.6945,0,0,0,54.889
1/8/2012 5:00,0.781,4.8393,6.6152,7.8505,7.6623,47.4695,52.8732,58.3874,64.9951,68.6507,280.491,0,0,0,54.889
1/8/2012 6:00,0.788,4.8531,6.6276,7.9798,7.8003,48.362,53.6018,58.9496,65.3436,69.2931,280.3499,0,0,0,54.889
1/8/2012 7:00,0.7817,4.8031,6.5583,7.9333,7.7445,48.7098,54.3274,60.0584,66.4794,70.8038,280.138,1.5253,0.8087,1.4874,54.889
